Comment,Length,Specific,Actionable,Justified
Good explaination of the program and its functions,8,1,0,0
Great idea and good use of existing program,8,0,0,0
Great visual effect! Task is clear and relatable.,8,1,0,0
I am wondering if it is possible to,8,0,0,0
I love how the prototype was very realistic.,8,0,0,0
Like how the screen is dvided into three.,8,1,0,0
Make sure to have a add receipt option.,8,1,1,0
QWERTY keyboard in the interface looks quite awkward,8,1,0,0
should be green since it's a positive action,8,1,1,1
The inch scale might have too much information,8,1,0,0
This design has little to do with visual,8,1,0,0
Visual design is not relevant to this assignment.,8,1,0,0
"What exactly is ""Add Section"" supposed to do?",8,1,0,0
youve taken an interesting stance but it needs direction,9,0,0,0
please select only the relevant pages next time thanks,9,1,1,0
too captionheavy try making better use of speech bubbles,9,1,1,0
also not all parts of the interface are clear,9,0,0,0
theres no comparison between the prototkypes on the report,9,1,0,0
some inappropriately labeled reserve 4 for very serious cases,9,1,1,0
include columns for estimated time and actual time taken,9,1,1,0
many needs are similar or appear to be solutions,9,1,0,0
looking forward to seeing the result of heuristic evaluations,9,0,0,0
hope youve had some fun this quarter in studio,9,0,0,0
you changed multiple parts such as layout and text,9,1,0,0
i do not see photo captions for each photo,9,1,0,0
some insight into the cooking process might have helped,9,1,0,0
good work articulating technical problems as more basic issues,9,1,0,0
finding the closest stop works well among other things,9,1,0,0
good job on narrowing down the activity to observe,9,0,0,0
the navigational flow can be more consistent and reliable,9,1,0,0
point of view doesnt address a key user need,9,1,0,0
point of view doesnt address the key user needs,9,1,0,0
im not quite sure how you inferred your values,9,1,0,0
also what happens if users havent put any type,9,1,0,0
1 point of extra credit awarded for good funcitonality,9,0,0,0
let me know if you attended some other studio,9,0,1,0
try to be more specific about the typical user,9,1,1,0
photos did not really capture people in fitness settings,9,1,0,0
clicking cancel on the create group page doesnt work,9,1,0,0
the main page could be a little more visual,9,1,0,0
1 for the hair joke on storyline 1 d,9,1,0,0
the fonts are a bit inconsistent do not match,9,1,0,0
i do not see your needs in this submission,9,1,0,0
why is one of your team members user testing,9,0,0,0
the checkbox in ingredients seems not to be working,9,1,0,0
good but need to pivot due to taboo subject,9,1,1,1
no you can go ahead and change the name,9,1,1,0
prototype2 not been evaluated for 6 or more heuristics,9,1,0,0
make sure to explain any abbreviations such as caps,9,1,1,0
point of view focuses on a tool for gamers,9,1,0,0
im not sure which branch is to be checked,9,1,0,0
alerting friends and emergency contacts is a tremendous feature,9,1,0,0
I like how the interaction is mostly through voice.,9,1,0,0
I really like the zoom in and out function,9,1,0,0
Like how the application looks! Likes the grid view.,9,1,0,0
Relevant may be a better use than relative here,9,1,0,0
This interface is very intuitive and easy to follow,9,1,0,0
the changes need to be only for the chosen prototype,10,1,0,0
how does the how much did you spend popup appear,10,1,0,0
tip having panels would provide some structure to the storyboard,10,1,0,1
app works really well as far as the testing went,10,0,0,0
no captions reflecting the pictures failing to capture anything useful,10,1,0,0
your app does not have enough interactivity its very static,10,0,0,0
what exactly are you supposed to do on this page,10,1,0,0
i see undefined in the badges on the home page,10,1,0,0
the instructions are clear but there isnt really a script,10,1,0,0
gameplay not too functional and account options not functional yet,10,1,0,0
timer on homepage is nonfunctional and avatar page as well,10,1,0,0
as i suggested earlier all gymgoers is a vague demographic,10,1,0,0
many needs are similar or appear to be simply observations,10,1,0,0
go into the why of superficial needs good job nonetheless,10,0,1,0
still somewhat similar how would you do these unique interactions,10,1,0,0
also the back button is not visible in responsive mode,10,1,0,0
why use outside libraries when you can use the labs,10,1,0,0
logging in should not be part of the task instructions,10,1,0,0
i have no idea how to get to irvine spectrum,10,1,0,0
i like the name of the app its very catchy,10,1,0,0
i wish there was a how totutorial for new users,10,1,1,0
i think some needs were better articulated in your observations,10,1,0,0
a please mark which development plan is the updated one,10,1,1,0
i wish there was a way to findcreate a household,10,1,1,0
i wish the name of the app was somewhere visible,10,1,1,0
some errors with google map api working fluidly with everything,10,1,0,0
not bad but could use a little more visual design,10,0,1,0
the prototype seems incomplete and appears to lack important pagesinteractions,10,1,0,0
add color to interface to improve quality of overall design.,10,1,1,1
Although task is clear the scenario is a little unlikely.,10,1,0,0
"Color coding works well, though it might be more pronounced",10,1,1,0
I am not clear where to create a new donation.,10,1,0,0
I am not sure why there is a reset button.,10,1,0,0
I like the auto image rotation feature for video streaming!,10,1,0,0
I like the color of the interface and the layout.,10,1,0,0
I really like the idea and the choosing shelter function.,10,1,0,0
"I really like the visual design, the color is clear.",10,1,0,0
I THINK IT'S AWESOME HOW YOU'RE PLANNING A HACKATHON :D,10,1,0,0
I think many people prefer standard time over military time,10,1,0,0
I want to know what the user interface looks like!,10,1,0,0
I would like to have the slides a little bigger.,10,1,1,0
It's unclear to me how you assign passengers to drivers,10,1,0,0
Lead user's need is clear and the solution is easy.,10,1,0,0
"Simple UI, not cluttered and has everything you would need.",10,1,0,0
Well done visual design! I like the sparseness of it,10,1,0,0
You could use reddit as a model to your UI,10,1,1,0
try to have more balanced code contributions from each of you,11,0,1,0
looks great note that such level of detail is not necessary,11,0,0,0
reduce the focus on how the interface would be otherwise crisp,11,0,1,0
ps make sure to select all relevant pages in the pdf,11,0,1,0
its nice that you begin with some information about your subjects,11,1,0,0
not sure how the users gender is considered while suggesting attireaccessories,11,1,0,0
some of the steps necessary to the end usergoal feels lengthy,11,1,0,0
your calculations for the expected value should be shown as well,11,1,1,0
extra point for working on the visual design from the beginning,11,1,0,0
plan doesnt have details of who the task is assigned to,11,1,0,0
really great quality of needs quantity just barely missed the cutoff,11,1,0,0
what does like and dislike mean how are you measuring these,11,1,0,0
some of the user needs overlap for example 1 and 3,11,1,0,0
thanks for making it clear what each bullet point focuses on,11,1,0,0
some of the instructions are more general and not really scripts,11,1,0,0
this is still a little taboo theres very little multifaceted data,11,1,0,0
tip try to have preset workouts that can be quickly demonstrated,11,1,1,0
some pages not fleshed out and navigation is a bit confusing,11,1,0,0
does not capture a potential reason for why the problem exists,11,1,0,0
needs such as 4 arent very clear or are too featurefocused,11,1,0,0
add friends button doesnt seem to be working check out httpswwwyoutubecomwatchv1tgenanjre,11,1,1,0
i shared your video prototype with the teaching team great job,11,0,0,0
the interaction is implemented but make the user input changes persistent,11,1,1,0
most of these are not user needs but solution bug fixes,11,1,0,1
task is not really completed per se in terms of functionality,11,1,0,0
chatting related features seem not to be working check out httpswwwyoutubecomwatchvc9acv9pgng0,11,1,1,0
could not verify this due to the lack of github url,11,1,0,0
you guys got reallike data unlike other teams so good job,11,1,0,0
what happens when the user wants to create a custom filter,11,1,0,0
excellent note of observation possibly having an effect on the subject,11,1,0,0
is there no way to input information about current healthweight etc,11,1,0,0
got some errors half point added back 12112016 on good faith,11,0,0,0
please update master so that i know which commit is deployed,11,0,1,1
"For font choosing, I suggest using sans serif for digital contents.",11,1,1,0
I like the dark design for how it's during the night.,11,1,0,0
"just split the screen to two buttons, don't burn the pixels.",11,1,1,0
Recommend to use another app that can create high fiedality prototype.,11,0,1,0
that doesn't seem like the right icon for a chocolate milkshake.,11,1,0,0
good job please revisit the feedback you received during the studio section,12,0,1,0
you didnt provide a login but thats fine i didnt want one,12,1,0,1
the first story should be conveyed visually not entirely via speech bubbles,12,1,1,0
please adapt it as a mobile web app if you implement this,12,0,1,0
the redesigns need to be in one heroku app just different routes,12,0,1,0
overall its a bit ambiguous and focuses on features of the app,12,0,0,0
talk to me for any specific feedback you might be interested in,12,0,1,0
keep your point of view brief at a maximum of 2 lines,12,1,1,0
i dont need the whole thing just last week and this week,12,0,0,0
neither of the prototypes have been evaluated for 6 or more heuristics,12,1,0,0
make sure to reflect on the comments you received during the studio,12,0,1,0
use numbers instead of bullets the next time around makes grading easier,12,1,1,1
the first page should be linked or redirect to the loginsignup process,12,1,1,0
youre just reiterating the point of view of citizen science in general,12,0,0,0
the profile page bug is the main reason for this point off,12,1,0,1
generic pov that doesnt talk about the needs found in your study,12,1,0,0
you havent mentioned who on the team is responsible for specific tasks,12,0,0,0
for this portion we were looking for pictures of your actual subjects,12,1,0,0
your needs are a bit repetitive and have some overlap among them,12,1,0,0
add more facets more kinds of data to make it more interesting,12,0,1,1
some of these are featurelike and do not identify the underlying needs,12,1,0,1
some needs are too specific to have multiple solutions arise from them,12,1,0,0
good work with the timers make sure to check for valid inputs,12,1,1,0
also make sure to have a consistent navigational flow overall good job,12,0,1,0
maybe make todays events the main tab instead of a blank calendar,12,1,1,0
we want to look for needs rather than solutions ie visualizing histories,12,1,0,0
most of the needs dont address the breakdowns found in the observations,12,1,0,0
some of the needs lacks the clear connection to the observation report,12,1,0,0
point awarded since i gave you advice during studio after assignment submission,12,0,0,1
you still have an additional skip button at the bottom seems redundant,12,1,0,0
youre changing two things Ê removing the delete and removing the highlight,12,1,0,0
there should have been more emphasis on firsthand observation or diary studies,12,1,0,0
think about what else your app can do apart from creatingshowing recipes,12,0,1,0
it would be difficult to develop a prototype from these storyboards alone,12,1,0,0
Add a page that can review all the food they have order.,12,1,1,0
Adding haptic feedback when user received a notification might might be useful.,12,1,1,0
I am a little confused. Is the screenshot below your interface design?,12,1,0,0
I like how the UI is very clean for the watch interface.,12,1,0,0
I like the flow chart I think it makes it more clear,12,1,0,0
I like the visual design that is very compelling and attracts attention,12,1,0,1
I would recommend having only the quarter I am planning for visible.,12,1,1,0
Interesting idea. Is the lead user the driver or the bus rider?,12,1,0,0
Like the shake motion and likes how easy it is to change.,12,1,0,0
Maybe you can consider adding some social features to the public display.,12,1,0,0
Not sure about whether users care about the exact type of car.,12,1,0,0
The functionality is a little over simplified and the interaction seems unatural.,12,0,0,0
The video wouldn't load :( But it seems like a cool idea!!!,12,1,0,0
UI is clear and buttons are large. Prototype display relevant information clearly.,12,1,0,0
could be polished more but as of now its fine to be presented,13,0,0,0
it would have been nice to include the detail of the hamburger menu,13,1,0,0
no mention about how the heuristic applies to the prototype you were reviewing,13,1,0,0
expected functionality would include changingremoving groups maybe based on when a quartersemester ends,13,1,1,0
pictures relate well with your observations but the breakdowns arent articulated as well,13,1,0,0
steps have to be shown only checking with an automated calculator is okay,13,1,1,0
also whats the idea behind populating the component menu can it dynamically change,13,1,0,0
add more facetsdata to collect and corresponding data visualiztions its still too simple,13,1,1,1
be careful not to focus too much on the solution in the pov,13,1,0,0
i will still give you the point since you talked about your problemissue,13,1,0,1
user needs should address the general audience instead of specific names use student,13,1,1,0
route planning is common in many apps execute well to differentiate yourselves properly,13,1,0,1
the quests tab doesnt have much functionality and leads to an error page,13,1,0,0
really unique idea an outofthebox idea that also serves a very practical purpose,13,0,0,1
i think you forgot to complete the last sentence of the description paragraph,13,1,1,0
you havent mentioned any breakdowns in your observations that inform these user needs,13,1,1,0
in runpage the navbar is a bit too wide use your media queries,13,1,1,0
many needs are similar or appear to be a precursor of corresponding solutions,13,1,0,0
the link didnt work please check them before submitting from the next time,13,1,1,0
some of these needs are not within the scope of mobile web design,13,1,0,0
issues raised are not always specific enough good work with the appreciation though,13,1,0,0
your github repo is not updated and it needs to be for grading,13,1,1,0
i dont think i mentioned this before your development plans design is great,13,0,0,0
notes should be more detailed than just one picture and caption per user,13,1,1,0
please tag pages properly especially if portions of the assignment are arranged randomly,13,0,1,0
would like to be taken to preferences first before seeing the chat bot,13,1,1,0
its still is a bit confusing talk to me for more nuanced feedback,13,0,1,0
where do the contributions come from what happens after they decide to contribute,13,1,0,0
this prototype doesnt really stand on its own as a citizen science platform,13,0,0,0
augmented reality with an iPad in a city would be cumbersome and embarrassing,13,1,0,1
could implement a grid to improve organization and seperation of images and text.,13,1,1,1
"design is self-explanatory, easy to understand purpose of the app from the interface",13,0,0,0
I like how the categories are easy to choose from the foot version.,13,1,0,0
I like that there is a lot of functionality with this interface .,13,0,0,0
I like the card style design to showcase different modules of the trip.,13,1,0,0
I wish you can add the destination of the event to the map.,13,1,1,0
I wonder if the prices are the same any direction outside the circle?,13,1,1,0
Inch - temperature reading might not be necessary when dealing with light energy,13,1,0,1
It's not very clear what the icons on the upper left are for,13,1,0,0
P.S. Bonobo is a great artist. Check out Floating Points and Four Tet.,13,0,0,0
Probably the system can help the organizer to curate the message for notification.,13,1,0,0
Switch the position of face conditions and tonight you should in yard scale,13,1,1,0
The design is kind of disorganized as there are too much information presented.,13,0,0,1
there is a fair bit of repetition in the elements portrayed in the storyboards,14,1,0,0
ps it is unnecessary to show a form being filled in lots of steps,14,1,0,0
ps use different branches if you must and keep merging into the master branch,14,0,1,0
tip please refrain from forcing git pushes which are destructive and erase previous records,14,0,1,0
the first storyboard is textheavy the last one is drawn with a fine instrument,14,1,0,0
a commentary while the app was being used would have gone a long way,14,1,0,0
good job with the logo hope youve had some fun this quarter in studio,14,1,0,0
not a problem re citizen science and uninspired even as it pertains to shopping,14,1,0,0
its hard to see how this is different from a generic note taking app,14,0,0,0
video feedback nice video i like the dramatic paper table sweep at the beginning,14,1,0,0
likedislike buttons dont function as they should and store page does not have functionality,14,1,0,0
users might still need to use the manage events page to edit an event,14,1,0,0
interesting idea but why would people care about growing their garden whats the reward,14,1,0,0
next week onwards please test your app properly so that obvious mistakes are avoided,14,0,1,1
according to the rubric there needs to be 15 needs i only see 3,14,1,0,0
after creating a group i didnt see it added to the my groups page,14,1,0,0
only 4 heuristics described and explained also needs to list out full heuristic name,14,1,1,0
tip a list form is more appropriate since it helps you succinctly phrase violations,14,1,1,1
1 not clear 2 not detailed 3 detailed but focuses on the wrong things,14,1,0,0
clicking send when there is no text causes a chat bubble to still populate,14,1,0,0
close enough some of the pictures being unclickable can be considered a dead enderror,14,1,0,0
with regards to experiment 1 its hard to get good assumptions off of time,14,1,0,0
your point of view wasnt clear though the prototype does connect with the storyboard,14,1,0,0
because the pov is incorrect the storyboards are not engaging with the pov correctly,14,1,0,1
as mentioned earlier there is no need satisfaction at the end of your board,14,1,0,0
please do not hesitate to visit my or others office hours in the future,14,0,0,0
For your first pass and second pass aspect why not just integrate with webreg?,14,1,0,0
"I like how scoreboard is visible on the smart watch, great use of space!",14,1,0,1
I like the idea of the modular design. It allows flexibility for different circumstances.,14,1,0,1
I really like the idea of using AR technology to solve this challenging problem.,14,1,0,0
I would actually like to see a how would a 360 interface look like.,14,1,1,0
it would be cool if customers received texts about the cost of their meals.,14,1,1,0
Like how big the screens are but a little confused on how it works.,14,1,0,0
"Looks really professional with a clean, clear layout which gets the point across well.",14,1,0,0
Not clear about this feature? Does user use gestures to make the figure larger?,14,1,0,0
Putting all the info on the right side makes it seem crammed and unreadable,14,1,0,1
These gestures are great! But consider to add more gestures for some common interactions?,14,1,1,1
Using degree audit as the basic template would be a great choice to start.,14,1,1,0
Very interesting and informative description of both the user and the problem they face.,14,1,0,0
"When there is no donations, maybe you do not need the ""Current Donations.....Writes-offs"" part.",14,1,1,0
Why do you have dates that have already been completed on the calendar display?,14,1,0,0
someone looking at this might not understand what the times on the left side denote,15,1,0,0
a good start with the point of view but work on it a bit more,15,1,0,0
this appears to be a combination of the 2nd3rd storyboards with a more elaborate situation,15,1,0,0
what happens after setting up how can one possibly snooze routinely expected functionality appears missing,15,1,0,0
please attach the old development plan tooand talk to me after studio about this important,15,0,1,0
great work applying the historical perspective might as well grant you some interesting design opportunities,15,1,0,0
i think some needs were better articulated in your observations but didnt make it here,15,1,0,0
please mark all pages that have content matching the rubric item its fixed now thanks,15,0,1,0
still cant search playlists otherwise wouldve sounded thats a sad attempt at humor even better,15,1,0,0
you need to show a comparison of your updated development plan with your earlier one,15,0,1,0
the point of view doesnt exactly relate to the morning routine activity you focus on,15,1,0,0
user needs should address a general audience instead of specific names use students for example,15,1,1,0
but why is it important for people to be more in tune with their dreams,15,1,0,0
this is too broad too methodological personal informatics should be easier thats not adding much,15,1,0,1
be sure to explain and interpret the results in terms of test and null hypotheses,15,1,1,0
many needs are similar im happy to talk about how to work on this sometime,15,1,0,0
the main page doesnt do much apart from set intervals which is ambiguous by itself,15,1,0,1
i want to see an analytics page where you can interact with fake datasee results,15,1,1,0
the plan for testing is complete but please design and provide users higher level tasks,15,1,1,0
1how will you stop inappropriate conversationscyberbullying not everyone is nice think of the app yak,15,1,0,0
really great job in observing breakdowns and proposing design changes looking forward to your finale,15,1,0,0
even though its good to use scripted questions notes should be more elaborate and detailed,15,1,1,0
its a bit difficult to understand the notes because we dont have as much context,15,1,0,1
i dont know which screen uses json data cause i cant see the json data,15,1,0,1
do make it a point to plan for at least one week ahead of time,15,1,1,0
good but need to pivot due to taboo subject seems like you are doing productivity,15,1,1,1
no dead ends but the navigation button in create task does not seem to work,15,1,0,0
storyboards are too focused on the dialogue which draws away from the high level design,15,1,0,1
some of these needs would not feasibly be attended to in the scope of design,15,1,0,0
"Does the score ever go down? If not, you may not need the down button",15,1,0,1
"For the yard scale, maybe his music should just play automatically to wake him up.",15,1,1,1
How can user manipulate with the 2D screen_ Do they still use mouse and keyboards?,15,1,0,0
"I like how the notes automatically organize themselves into headers , subheaders, and bullet points.",15,1,0,0
I like how the yard interface allows users to compare their progress with other users.,15,1,0,0
I like that it is organized by date but not that there are extraneous options.,15,1,0,0
"I like the grid background, it gives a good sense of spacing for your content",15,1,0,1
I think that the design is very clear but the keyword search is too big.,15,1,0,0
I wish I can receive message/app notification for the ride update -- just like uber/lyft,15,1,1,0
Is there a better way of accommodating gesture and voice control in the whole experience?,15,1,1,0
"Overall, I like the idea! Maybe have price comparison between brands of the same item.",15,1,1,0
price should also be shown in this pop up window. Case of recognition vs. recall.,15,1,1,1
The feedback indicating the user is close to attaining their goal is helpful and intuitive,15,1,0,0
"Upon an increase in score, a short animation or sound could add to the experience?",15,1,1,1
You should a specific task for the persona to accomplish instead of introducing the interface.,15,1,1,0
the first two activities dont clearly describe breakdowns it talks about needs without describing breakdowns first,16,1,0,1
the main page is too textual think of a more visual representation to show positive interactions,16,1,1,0
great fake login screen dont work on it anymore despite what any future rubrics might say,16,1,1,0
try to be more clear who the target user is say by mentioning in a voiceover,16,1,1,0
they appear to be a bit similar which could be fixed by better articulating the situations,16,1,1,0
the select xxx component views state change is very subtle upon users clicking on each item,16,1,0,0
game itself not functional but the start of the game as stated in the task is,16,1,0,0
i only see the sell page with any functionality the other pages dont have any interaction,16,1,0,0
although the underlying statistics are incorrect the conclusion was derived in a consistent line of reaonsing,16,1,0,0
not much of a conclusion needs more discussion about what the results tell us and why,16,1,1,0
pvalue not listed because you pvalue determines significance this should have been included in the calculation,16,1,1,1
great job if not for the bug with the back button youd have gotten more points,16,1,0,1
i wish there was a way for an investor to contact the scientist through the app,16,1,1,0
too much focus on the solution you should not already have features in mind to implement,16,1,0,0
your league pictures do not show the person in question which diminishes from examining the users,16,1,0,1
clicking on get started on the landing page takes me to httpsthebearsturninherokuappcomgetstarted which doesnt do anything,16,1,0,0
i would avoid using the tags test because that will be difficult to quantifiably measure accurately,16,1,1,1
try to avoid listing similar needs you made up by coming up with a few more,16,1,1,0
please provide a link next time ive check the repo corresponding to the app ie githubcomcse170swolewebapp,16,1,1,0
avoid using quantitative scales for your interview questions because these will not garner you good insights,16,1,1,1
ok pov but this is now taboo consider a multifaceted approach or a new topic altogether,16,1,1,1
okay pov but i think the closet has more spotlight than the actual users of it,16,1,0,1
notes provided but notes should be more detailed about the users entire process using the app,16,1,1,0
storyboard 2 3 they state a problem and a solution where a prototype is not needed,16,1,0,0
unmet but by considering the size of the team i bumped it up by one point,16,1,0,1
